Nombre de la revista,Número de la contribución,Autor de la contribución,Roles,Seudónimo / Abreviatura del nombre,País de origen,Título de la contribución,Número del fascículo,Fecha de publicación,Traducción,Traductor,Lengua en la que aparece en la revista,Lengua original [si es traducción],Tipo de contribución [Género según investigador],Tipo de contribución según la revista,Dedicatoria,Obras reseñadas [solo se indica para el caso de las reseñas],Cantidad de páginas,Paginación,Comentarios
CULTURA,11,"Escobar Larrazábal, Melitón",Editor,"Escobar Larrazábal, M.",Colombia,FUNDADORES,1,"FEBRERO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. Se enuncian los fundadores de la revista. Algunos como Luis López de Mesa se les indica su rol posteriomente como director, los demás asumimos que son editores."
CULTURA,12,"Valencia, Miguel Santiago",Editor,SD,Colombia,FUNDADORES,1,"FEBRERO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. Se enuncian los fundadores de la revista. Algunos como Luis López de Mesa se les indica su rol posteriomente como director, los demás asumimos que son editores."
CULTURA,13,"Rivas, Raimundo",Editor,SD,Colombia,FUNDADORES,1,"FEBRERO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. Se enuncian los fundadores de la revista. Algunos como Luis López de Mesa se les indica su rol posteriomente como director, los demás asumimos que son editores."
CULTURA,14,"Rueda Vargas, Tomás",Editor,SD,Colombia,FUNDADORES,1,"FEBRERO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. Se enuncian los fundadores de la revista. Algunos como Luis López de Mesa se les indica su rol posteriomente como director, los demás asumimos que son editores."
CULTURA,15,"López de Mesa, Luis",Creador,López de Mesa.,Colombia,PROBLEMAS METAFISICOS,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,18.8,1-20.,"1.En la publicación referencian a Platón,  Büchner,Haeckel, Claude Bernard, Duclaux, etc. 2. Es interesante que en el título en mayusculas no aparece tildado, por cuestiones de la imprenta, pero en las siguientes páginas en el ''encabezado'' sí aparecen con las respectivas tildes. "
CULTURA,16,"Hawthorne, Nathaniel",Traductor,SD,Estados Unidos ,EL VELLOCINO DE ORO,1,"FEBRERO, MCMXV",Sí,"Coradine, Alberto",Español,Inglés,Prosa Ficción,Traducción,NA,NA,4.5,23-27,1. En la publicación mencionan que el texto traducido es una ''Variación de Nathaniel Hawthorne''.
CULTURA,17,"Escobar Larrazábal, Melitón",Creador,"Escobar Larrazábal, M.",Colombia,LA TOPOGRAFIA DE LAS FRONTERAS. Ensayo sobre los elementos para una inteligencia en materia de limites,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,Ensayo,NA,NA,15.3,27-42,NA
CULTURA,18,"Coradine, Alberto",Creador,SD,NA,LAS DOS LOGICAS,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,3.2,43-46,1. En la publicación hay una frase en latín.
CULTURA,19,"Rivas, Raimundo",Creador,SD,Colombia,MEMORANDUM SOBRE LAS RELACIONES ENTRE COLOMBIA Y LA SANTA SEDE (Desde 1810),1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,18.8,46-64,"En este apartado se explora la relación de Colombia, desde que era la Nueva Granada, con Roma."
CULTURA,20,"Lemaitre, Jules",Creador,SD,Francia,ANNA SOROR,1,"FEBRERO, MCMXV",Sí,SD,Español,Francés ,Prosa Ficción,NA,NA,NA,6.7,65- 71,"En esta publicación hacen alusión a Dido, personaje de la Eneida, Virgilio."
CULTURA,21,"Nieto Caballero, Agustín",Editor,SD,Colombia,CULTURA,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,72,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,22,"Aparicio, Alberto",Editor,SD,Colombia,CULTURA,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,72,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,23,"Coradine, Alberto",Editor,SD,NA,CULTURA,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,72,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,24,"Paláu, Alfonso",Editor,SD,NA,CULTURA,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,72,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,25,"Molina Garcés, Ciro",Editor,SD,Colombia,CULTURA,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,72,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,26,"López de Mesa, Luis",Director,López de Mesa.,Colombia,CULTURA,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,72,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,27,"Carvajal, Manuel A.",Editor,"Carvajal, M.A",Colombia,CULTURA,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,72,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,28,"Escobar Larrazábal, Melitón",Editor,"Escobar Larrazábal, M.",Colombia,CULTURA,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,72,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,29,"Valencia, Miguel Santiago",Editor,SD,Colombia,CULTURA,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,72,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,30,"Rivas, Raimundo",Editor,SD,Colombia,CULTURA,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,72,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,31,"Rueda Vargas, Tomás",Editor,SD,Colombia,CULTURA,1,"FEBRERO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,72,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,32,SD,Ilustrador,SD,NA,NA,2,"MARZO, MCMXV",No,NA,Español,NA,Imagen,NA,NA,NA,1.0,NA,"1. En este apartado los fundadores de la revista realizan el primer prospecto editorial, donde disponen el por qué del surgimiento de la revista, sus intenciones y motivaciones para la misma. 2.  Ellos mencionan que la revista tiene una intención nacionalista, pero sin dejar de lado lo que los víncula con su herencia europea."
CULTURA,33,NA,Ninguno de los anteriores,NA,Colombia,NA,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,SD,NA,NA,0.1,NA,1. En este apartado mencionan que el valor de la suscripción a la revista por seis números que contiene 400 pp. Vale $1.50. 2. El valor de un ejemplar $0.25
CULTURA,34,NA,Ninguno de los anteriores,NA,Colombia,NA,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,Suscripción,NA,NA,0.1,NA,"1. Aquí mencionan la dirección física y telegráfica de la revista para contactarla: ''ADMINISTRACIÓN: CALLE 12,NUMERO 110-A, DIRECCION TELEGRAFICA: ''CULTURA'' BOGOTA (COLOMBIA)"
CULTURA,35,"Nieto Caballero, Agustín",Editor,SD,Colombia,FUNDADORES,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.3,NA,NA
CULTURA,36,"Aparicio, Alberto",Editor,SD,Colombia,FUNDADORES,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.3,NA,NA
CULTURA,37,"Coradine, Alberto",Editor,SD,NA,FUNDADORES,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.3,NA,NA
CULTURA,38,"Paláu, Alfonso",Editor,SD,NA,FUNDADORES,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.3,NA,NA
CULTURA,39,"Molina Garcés, Ciro",Editor,SD,Colombia,FUNDADORES,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.3,NA,NA
CULTURA,40,"López de Mesa, Luis",Director,López de Mesa.,Colombia,FUNDADORES,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.3,NA,NA
CULTURA,41,"Carvajal, Manuel A.",Editor,"Carvajal, M.A",Colombia,FUNDADORES,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.3,NA,NA
CULTURA,42,"Escobar Larrazábal, Melitón",Editor,"Escobar Larrazábal, M.",Colombia,FUNDADORES,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.3,NA,NA
CULTURA,43,"Valencia, Miguel Santiago",Editor,SD,Colombia,FUNDADORES,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.3,NA,NA
CULTURA,44,"Rivas, Raimundo",Editor,SD,Colombia,FUNDADORES,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.3,NA,NA
CULTURA,45,"Rueda Vargas, Tomás",Editor,SD,Colombia,FUNDADORES,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.3,NA,NA
CULTURA,46,SD,Ninguno de los anteriores,NA,Colombia,Droguería del Comercio,2,"MARZO, MCMXV",No,NA,Español,NA,Publicidad,NA,NA,NA,0.5,NA,1. Lista de medicamentos que se pueden adquirir en la droguería.
CULTURA,47,SD,Editor,SD,NA,REFORMA PARLAMENTARIA,2,"MARZO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.6,73-74,"1. En este apartado hay un prospecto editorial sobre la opinión de, posiblemente, los editores y el director sobre la reforma parlamentaria; pero, no aparece el nombre explícito ni de todos los fundadores o el director, no hay una firma. 2. En una nota al pie de página mencionan que  ''Hemos estudiado los inconvenientes de esta reforma y hallamos que su bondad los superaría con mucho en una realización honrada''. Por lo que se puede asumir que varios de ellos o todos participaron en aquel debate."
CULTURA,48,"Coradine, Alberto",Creador,SD,NA,LA VOLUNTAD DE VIVIR,2,"MARZO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,7.6,75- 82,1.  En esta publicación en un fragmento del texto el autor menciona que los latinoamericanos ''sufrimos del mal de europeización''. 
CULTURA,49,"Castillo, Eduardo",Creador,"Castillo, E.",NA,ENCANTAMIENTO,2,"MARZO, MCMXV",No,NA,Español,NA,Poesía,NA,"López de Mesa, Luis",NA,0.5,83,NA
CULTURA,50,"Castillo, Eduardo",Creador,"Castillo, E.",NA,A LA JUVENTUD,2,"MARZO, MCMXV",No,NA,Español,NA,Poesía,NA,"Restrepo Rivera, José",NA,0.5,83,1. En este poema el autor pone debajo del título entre paréntesis (G.D'Annunzio)
CULTURA,51,"Tablanca, Luis",Creador,SD,Colombia,DOBLE QUEBRANTO,2,"MARZO, MCMXV",No,NA,Español,NA,Prosa Ficción,NA,NA,NA,3.6,84-87,NA
CULTURA,52,"Nieto Caballero, Agustín",Creador,SD,Colombia,EDUCACION DEL ESPIRITU ,2,"MARZO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,8.0,88-95,"En esta publicación se hace alusión a Ribot, Durkheim, Lavisse,Binet, etc. También hay apartados sin traducir desde el francés. "
CULTURA,53,"Escobar Larrazábal, Melitón",Creador,"Escobar Larrazábal, M.",Colombia,LAS BASES DEL DERECHO TERRITORIAL,2,"MARZO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,20.5,96-116,NA
CULTURA,54,"D'ors, Eugenio",Creador,SD,España,PALACIO DE LOCO,2,"MARZO, MCMXV",No,NA,Español,NA,Prosa Ficción,NA,"Massó, Jaime y Torrents",NA,3.5,117-120,NA
CULTURA,55,"Asbjørnsen, Peter Christen",Creador,SD,Noruega,LOS HOMBRES NECIOS Y LAS MALAS COMADRES,2,"MARZO, MCMXV",Sí,NA,Español,NA,Prosa Ficción,NA,NA,NA,2.6,121-123,NA
CULTURA,56,"Carvajal, Manuel A.",Creador,"Carvajal, M.A",Colombia,EL MODERNISMO LITERARIO EN LA AMERICA LATINA,2,"MARZO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,11.7,124-135,1. Importante apartado sobre el modernismo literario en América Latina. [REVISAR]
CULTURA,57,"López de Mesa, Luis",Creador,López de Mesa.,Colombia,LO TRASCENDENTE,2,"MARZO, MCMXV",No,NA,Español,NA,Poesía,NA,NA,NA,8.0,136-143,"1. En esta publicación se menciona a Sócrates, Aristoteles, Spencer, Bergson, Boutroux, Wundt, Höffdin, etc."
CULTURA,58,"Rivas, Raimundo",Creador,SD,Colombia,MEMORANDUM SOBRE LAS RELACIONES ENTRE COLOMBIA Y LA SANTA SEDE (Desde 1810),2,"MARZO, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.0,144,1.En este apartado se concluye la publicación anterior de las relaciones entre Colombia y Roma.
CULTURA,59,SD,Ilustrador,SD,NA,NA,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Imagen,NA,NA,NA,1.0,NA,"1. La portada de la revista tiene elementos afines al neoclasicismo grecorromano y es de color café. 2. Contiene una columna que sostiene el nombre de la revista ''CULTURA'' en una tipografía especial, encima de ella hay siluetas de personas en caballos. En medio de esta ilustración se encuentra el contenido de la revista. 3. En la parte final de la página se encuentra el siguiente seudonimo ''ARBOLEDA VALENCIA BOGOTA'', este corresponde a la imprenta."
CULTURA,33,NA,Ninguno de los anteriores,NA,Colombia,NA,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Publicidad,SD,NA,NA,0.3,NA,1. [SE AGREGA EL VALOR DE LA PÁGINA DE ANUNCIOS] En este apartado mencionan que el valor de la suscripción a la revista por seis números que contiene 400 pp. Vale $1.50. 2. El valor de un ejemplar $0.25 3. En este número se añade en este apartado el valor de la página de anuncios que vale $5.00
CULTURA,60,NA,Ninguno de los anteriores,NA,Colombia,NA,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Publicidad,Suscripción,NA,NA,0.1,NA,"1. Aquí mencionan la dirección física y telegráfica de la revista para contactarla: ''ADMINISTRACIÓN: CALLE 12,NUMERO 110-A, DIRECCION TELEGRAFICA: ''CULTURA'' BOGOTA (COLOMBIA)"
CULTURA,61,"Nieto Caballero, Agustín",Editor,SD,Colombia,FUNDADORES,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
CULTURA,62,"Aparicio, Alberto",Editor,SD,Colombia,FUNDADORES,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
CULTURA,63,"Coradine, Alberto",Editor,SD,NA,FUNDADORES,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
CULTURA,64,"Paláu, Alfonso",Editor,SD,NA,FUNDADORES,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
CULTURA,65,"López de Mesa, Luis",Director,López de Mesa.,Colombia,FUNDADORES,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
CULTURA,66,"Carvajal, Manuel A.",Editor,"Carvajal, M.A",Colombia,FUNDADORES,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
CULTURA,67,"Escobar Larrazábal, Melitón",Editor,"Escobar Larrazábal, M.",Colombia,FUNDADORES,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
CULTURA,68,"Rivas, Raimundo",Editor,SD,Colombia,FUNDADORES,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
CULTURA,69,"Molina Garcés, Ciro",Editor,SD,Colombia,FUNDADORES,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Publicidad,FUNDADORES,NA,NA,0.4,NA,"1. [CAMBIOS EDITORIALES] En este apartado de la revista mencionan a los fundadores (editores); sin embargo, hay un cambio respecto a los números anteriores, porque hay dos miembros de los 11 que eran inicialmente que ya no se mencionan, estos son Tomás Rueda Vargas y Miguel Santiago Valencia. "
CULTURA,62,"Urrutia, Francisco José",Crítico,SD,Colombia,UN LIBRO DE HISTORIA,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,14.3,1-15.,1. En este texto se realiza un análisis crítico a la obra Relaciones internacionales entre Colombia y Estados Unidos del autor Raimundo Rivas.
CULTURA,72,"Gómez Restrepo, Antonio",Crítico,SD,Colombia,UN LIBRO DE HISTORIA,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,14.3,1-15.,1. En este texto se realiza un análisis sobre la obra Relaciones internacionales entre Colombia y Estados Unidos del autor Raimundo Rivas.
CULTURA,73,"Garces, Enrique",Creador,SD,Colombia,APUNTES SOBRE COLONIZACION AMAZONICA,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,17.0,16-32,NA
CULTURA,74,"Tablanca, Luis",Creador,SD,Colombia,EL NIÑO QUE SUFRIA….,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Prosa Ficción,NA,NA,NA,4.8,33-37,"1. Es interesante observar que el título por estar en mayúsculas no tiene tilde, pero el encabezado sí tiene aunque este en mayúscula."
CULTURA,75,"Mesa Nicholls, Alejandro",Creador,SD,Colombia,TORMENTA,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Poesía,NA,NA,NA,0.5,38,1. Hay un verso en el que aluden a ''la vieja Germania''
CULTURA,76,"Mesa Nicholls, Alejandro",Creador,SD,Colombia,PRIMAVERA,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Poesía,NA,NA,NA,0.5,38,1. En este poema hay se menciona a Europa.
CULTURA,77,"Santos, Gustavo",Creador,SD,Colombia,EN LA EXPOSICIÓN DE PINTURA,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,8.0,39-46,"En el texto hay un epígrafe, en el cual hay una frase de Pascal."
CULTURA,78,SD,Creador,"Posada, E.",Colombia,MODERNOS ESTUDIOS SOBRE COLON,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,7.5,47-54,NA
CULTURA,79,"Céspedes, Angel María",Creador,SD,Colombia,FATALIDAD,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Poesía,NA,NA,NA,0.6,55,NA
CULTURA,80,"Castro, Alfonso",Creador,SD,Colombia,MELIORISMO,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Poesía,NA,NA,NA,6.2,55-61,1. Texto exclusivo para la revista CULTURA.
CULTURA,81,"Posada, Adolfo",Creador,SD,Colombia,LAS CAUSAS DEL RENACIMIENTO DE LAS CIUDADES,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,4.5,62-67,1. Texto exclusivo para la revista CULTURA.  2. En la primera nota se menciona que es un capitulo preparatorio para un libro denominado El régimen municipal de la ciudad moderna del mismo autor.
CULTURA,82,"López de Mesa, Luis",Creador,López de Mesa.,Colombia,ACCION SOCIAL,7,"SEPTIEMBRE, MCMXV",No,NA,Español,NA,Prosa No ficción,NA,NA,NA,9.2,68-77,"1. Se menciona al pueblo japonés y la civilización occidental. 2. También a Suiza, Estados Unidos y la reforma de las Escuelas Normales."
