Nombre de la revista,Número de la contribución,Autor de la contribución,Roles,Seudónimo / Abreviatura del nombre,País de origen,Título de la contribución,Número del fascículo,Fecha de publicación,Traducción,Traductor,Lengua en la que aparece en la revista,Lengua original [si es traducción],Tipo de contribución [Género según investigador],Tipo de contribución según la revista,Dedicatoria,Obras reseñadas [solo se indica para el caso de las reseñas],Cantidad de páginas,Paginación,Comentarios
La Bohemia Alegre,23,"Montoya, Antonio José",Director,NA,Colombia,Párrafos literarios: II Los que mueren,2,Noviembre de 1895,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2.6,45-47,"Sobre dos autores recientemente fallecidos: Juan de Dios Restrepo y Jorge Isaacs. Menciona a Emiro Kastos, a La Correspondencia, a ""María"" y a La Miscelánea"
La Bohemia Alegre,24,"Ferrer, Jesús",Creador,NA,Colombia,Párrafos literarios: III Jorge Isaacs,2,Noviembre de 1895,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.3,47-48,
La Bohemia Alegre,25,"Ospina, Pedro Nel",Creador,NA,Colombia,El argumento de Marianela,3,Diciembre de 1895,No,NA,Español,NA,Reseña,NA,NA,Marianela,5.8,49-54,"Comentario sobre la nueva novela de Pérez Galdós, y su similitud (casi copia) de una obra de origen inglés. Indica que es un texto escrito casi once años antes para ser publicado en el Repertorio Colombiano, pero que no se publicó debido a que se extravió en la guerra. Con fecha de 1884"
La Bohemia Alegre,26,"López Penha, Abraham Zacarías ",Creador,NA,Curazao,A Felipe Valderrama (inédito),3,Diciembre de 1895,No,NA,Español,NA,Poesía,NA,"Valderrama, Felipe",NA,0.6,54-55,"Abraham Zacarías López Penha (nació en 1865 en Willemstad, Curaçao, emigró a Colombia en 1887, murió en 1927 en Barranquilla, Colombia; novelista y poeta). Fuentes:
- https://viaf.org/viaf/75926350/#L%C3%B3pez_Penha,_A._Z._(Abraham_Zacar%C3%ADas),_1865-1927
- https://www.cervantesvirtual.com/portales/constituciones_hispanoamericanas/obras/autor/lopez-penha-abraham-zacarias-85588
- https://sefardies.es/biografias/5763/lopez-penha-abraham-zacarias
- https://www.facebook.com/groups/166790584218/"
La Bohemia Alegre,27,"Restrepo, Saturnino",Creador,Emile Dravick,Colombia,El ramo de violetas,3,Diciembre de 1895,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,6.4,55-61,
La Bohemia Alegre,28,"Corral, M. Antonio del",Creador,NA,NA,Grandeza,3,Diciembre de 1895,No,NA,Español,NA,Poesía,NA,"Velásquez García, José",NA,1.1,61-62,Epígrafe es un poema del mexicano Salvador Díaz Mirón. Fecha de 1894
La Bohemia Alegre,29,"Montoya, Antonio José",Director,NA,Colombia,El fondo de la copa,3,Diciembre de 1895,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,8.9,62-71,
La Bohemia Alegre,30,Anónimo,Creador,NA,NA,Plumadas,3,Diciembre de 1895,No,NA,Español,NA,Reseña,NA,NA,"La Miscelánea, El Esfuerzo, La Revista de Farmacia, Las Novedades, Los Tiempos, El Heraldo, El Telegrama, La Revista Colombiana, La Hoja, La Mujer, Flores y Perlas, La Opinión, La Unión Nacional",1.2,71-72,"Notas varias sobre la asistencia a eventos y comentarios de la revista en otras publicaciones. Una de ellas habla sobre una colecta que realizan algunos hombres en Bogotá para reunir fondos para ayudar a ""los patriotas cubanos heridos y enfermos"" (en ese año se libraba la Guerra de independencia en ese país); se pide hacer lo mismo en Medellín y dan indicaciones de a dónde enviar el dinero. Nota sobre la recepción de la renuncia del secretario de gobierno, y la tesis doctoral en Medicina de Nepomuceno Jiménez J. Agradecimiento a varias publicaciones por hablar bien de la revista. Nota sobre el canje con varias revistas (Bogotá, Barranquilla, Cartagenta, Honda)"
La Bohemia Alegre,31,"Restrepo, Saturnino",Creador,Emile Dravick,Colombia,Decadencia-Degeneración,4,Diciembre de 1895,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,5.1,73-78,"Contra el decadentismo. Se refiere, entre otras, a Rubén Darío y su escritura (a la que se opone)"
La Bohemia Alegre,32,"Montoya Kennedy, F. A.",Creador,NA,Colombia,En soledad,4,Diciembre de 1895,No,NA,Español,NA,Poesía,NA,"Pinillos, Joaquín",NA,2.1,78-80,"Probablemente se trate de J. A. Montoya Kennedy, quien también publicó en Anales de la Academia de Medicina de Medellín. Fuente: https://bibliotecadigital.udea.edu.co/handle/10495/1957"
La Bohemia Alegre,33,Anónimo,Creador,NA,NA,El presuntuoso,4,Diciembre de 1895,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,2.6,80-83,Fecha octubre de 1895. El personaje usa varias frases en francés
La Bohemia Alegre,34,"Quevedo Álvarez, Tomás",Creador,NA,Colombia,Rima,4,Diciembre de 1895,No,NA,Español,NA,Poesía,NA,NA,NA,0.8,83-84,
La Bohemia Alegre,35,"Velásquez García, José",Creador,Julio Vives Guerra,Colombia,Pavesas,4,Diciembre de 1895,No,NA,Español,NA,Prosa Ficción,NA,"Cano, Fidel",NA,1.3,84-85,
La Bohemia Alegre,36,"Restrepo Restrepo, Antonio María",Creador,Abel Farina,Colombia,Bodas negras,4,Diciembre de 1895,No,NA,Español,NA,Poesía,NA,NA,NA,1.5,85-86,
La Bohemia Alegre,37,"Mejía, Gabriel",Creador,NA,NA,Por Cuba,4,Diciembre de 1895,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,87,"Fecha enero de 1896. ¿Podría ser Gabriel Arango Mejía?
Texto apoyando a la Guerra de independencia de Cuba"
La Bohemia Alegre,38,Anónimo,Creador,F.E.V.,NA,Lo perdurable,4,Diciembre de 1895,No,NA,Español,NA,Poesía,NA,"Botero Guerra, Camilo",NA,0.6,88,Fecha 1892
La Bohemia Alegre,39,"Bel, León",Creador,NA,NA,¡Demasiado tarde!,4,Diciembre de 1895,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,1.4,88-89,Sin información: no lo registraron en colaboradores que faltan
La Bohemia Alegre,40,"Ferrer, Jesús",Creador,NA,Colombia,Nuestros artistas,4,Diciembre de 1895,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,3.1,90-93,"Sobre los artistas e intelectuales nacionales, y se comparan con los franceses"
La Bohemia Alegre,41,"Henao, Federico Carlos",Director,Carlos Espinela,Colombia,Nones,4,Diciembre de 1895,No,NA,Español,NA,Poesía,NA,"Vives Guerra, Julio",NA,0.6,93,
La Bohemia Alegre,42,"Montoya, Antonio José",Director,NA,Colombia,Tiempo feliz,4,Diciembre de 1895,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,2.3,93-95,Fecha enero de 1896
La Bohemia Alegre,43,"Montoya, Antonio José",Director,A.J.M.,Colombia,Párrafos literarios: IV Selva (poesía por D. Diego Uribe),4,Diciembre de 1895,No,NA,Español,NA,Reseña,NA,NA,Selva,0.8,96,Comentario sobre poesía de Diego Uribe: favorable y con felicitaciones incluidas
La Bohemia Alegre,44,Anónimo,Creador,NA,NA,Decreto número 151 de 1888,4,Diciembre de 1895,No,NA,Español,NA,Publicidad,NA,NA,NA,0.2,96,Ley de prensa. Fragmento.
La Bohemia Alegre,45,"Vásquez, Juan de Dios",Creador,E. Fuentes,Colombia,En jurados,5,Enero de 1896,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,7.5,97-104,"Cita a Hamlet. Lo pusieron en colaboradores que faltan, pero aparece en seudónimos."
La Bohemia Alegre,46,Anónimo,Creador,A.J.C.,NA,En su ausencia,5,Enero de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,104,
La Bohemia Alegre,47,"Londoño, Pedro P.",Creador,P. Londoño,NA,Seyglort (leyenda húngara),5,Enero de 1896,No,NA,Español,NA,Prosa Ficción,Leyenda,NA,NA,4.2,107-111,FALTAN PÁGINAS 105-106
La Bohemia Alegre,48,"Velásquez García, José",Creador,Julio Vives Guerra,Colombia,Escucha!....,5,Enero de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,0.8,111,
La Bohemia Alegre,49,"Henao, Federico Carlos",Director,Carlos Espinela,Colombia,De tapadera,5,Enero de 1896,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,2.1,112-114,"Fecha 1895. En primera persona, el protagonista es estudiante de medicina y colaborador científico de La Bohemia Alegre"
La Bohemia Alegre,50,"Restrepo Restrepo, Antonio María",Creador,Abel Farina,Colombia,Campanadas,5,Enero de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,0.7,114,Fecha septiembre 21 de 1895
La Bohemia Alegre,51,"Bel, León",Creador,NA,NA,La musa de Rubén,5,Enero de 1896,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,3.5,114-117,Fecha 1895. Menciona los cuentos de Perrault y a Rubén Darío
La Bohemia Alegre,52,"Restrepo, Saturnino",Creador,Emile Dravick,Colombia,Párrafos literarios: VI Juicios ligeros,5,Enero de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,3,117-120,"Sobre el poco apoyo a las publicaciones periódicas dedicadas al ""cultivo de las bellas artes"". Comentarios sobre Zola, entre otros"
La Bohemia Alegre,53,Anónimo,Creador,NA,NA,Fe de erratas,5,Enero de 1896,No,NA,Español,NA,Publicidad,NA,NA,NA,0.3,120,
La Bohemia Alegre,54,"Quevedo Álvarez, Tomás",Creador,T.Q.A.,NA,Un canto,6,Marzo de 1896,No,NA,Español,NA,Reseña,NA,NA,Amelia,1.2,121-122,"Presentación del primer canto de Amelia, de Epifanio Mejía"
La Bohemia Alegre,55,"Mejía, Epifanio",Creador,NA,Colombia,Amelia. Canto I,6,Marzo de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,2.8,122-124,
La Bohemia Alegre,56,Anónimo,Creador,A.J.V.,NA,En un entreacto,6,Marzo de 1896,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,1.8,125-126,Menciona la ópera La Traviata (de Verdi)
La Bohemia Alegre,57,"Restrepo Restrepo, Antonio María",Creador,Abel Farina,Colombia,Berenice,6,Marzo de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,0.6,126-127,
La Bohemia Alegre,58,"Bel, León",Creador,NA,NA,Los billetes de banco,6,Marzo de 1896,No,NA,Español,NA,Prosa No ficción,NA,"Velásquez García, José",NA,1.8,127-129,
La Bohemia Alegre,59,"Quevedo Álvarez, Tomás",Creador,NA,Colombia,Crepuscular,6,Marzo de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,1,129-130,
La Bohemia Alegre,60,"Restrepo, Saturnino",Creador,NA,Colombia,Del arte,6,Marzo de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,7,130-137,"Comentarios sobre la poesía. Se refiere a la francesa, inglesa y española. Menciona un verso publicado en la revista La Colombiana (tomo I, entregas II y III, octubre de 1895)"
La Bohemia Alegre,61,"Henao, Federico Carlos",Director,Carlos Espinela,Colombia,Cosas viejas,6,Marzo de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,0.8,137-138,
La Bohemia Alegre,62,"Mejía, Gabriel",Creador,NA,NA,Frutos de mi tierra,6,Marzo de 1896,No,NA,Español,NA,Reseña,NA,NA,Frutos de mi tierra,3.3,138-141,"Sobre la novela de Tomás Carrasquilla, a modo de diálogo. Lo comparan con Pérez Galdós y Pardo Bazán, y discípulo de Zola."
La Bohemia Alegre,63,"Gutiérrez B., Germán",Creador,NA,NA,Bajo relieve (Rubén Darío),6,Marzo de 1896,No,NA,Español,NA,Poesía,NA,La Bohemia Alegre,NA,0.4,142,Con la indicación: para La Bohemia Alegre. No lo incluyeron en la base de datos de colaboradores que faltan
La Bohemia Alegre,64,"Mejía V., Sebastián",Creador,NA,Colombia,Juan Pablo Restrepo,6,Marzo de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.9,142-143,Sobre la muerte de Juan Pablo Restrepo
La Bohemia Alegre,65,"Velásquez García, José",Creador,Julio Vives Guerra,Colombia,Helechos,6,Marzo de 1896,No,NA,Español,NA,Poesía,NA,"Espinela, Carlos",NA,1.7,143-144,
La Bohemia Alegre,66,"Restrepo, Saturnino",Creador,NA,Colombia,Guion,7,Julio de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1.7,145-146,Sobre la revista y su futuro
La Bohemia Alegre,67,"Mejía, Epifanio",Creador,NA,Colombia,Amelia. La casa de Jacinto,7,Julio de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,2.9,146-149,Continuación del canto primero
La Bohemia Alegre,68,"Montoya, Antonio José",Director,NA,Colombia,La grande antilla,7,Julio de 1896,No,NA,Español,NA,Prosa No ficción,NA,"Escobar U., Ricardo",NA,1.9,149-151,Sobre la lucha de independencia en Cuba
La Bohemia Alegre,69,"Henao, Federico Carlos",Director,Carlos Espinela,Colombia,Hijo pródigo,7,Julio de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,1.7,151-152,
La Bohemia Alegre,70,"Gaviria Arango, Enrique",Creador,NA,NA,Don Benito Pérez Galdós. Y su última novela,7,Julio de 1896,No,NA,Español,NA,Reseña,NA,NA,Halma,6.8,153-159,Comentario sobre la última novela de Pérez Galdós
La Bohemia Alegre,71,"Restrepo Restrepo, Antonio María",Creador,Abel Farina,Colombia,El príncipe,7,Julio de 1896,No,NA,Español,NA,Poesía,NA,"Pineda Uribe, L.",NA,1.2,159-160,
La Bohemia Alegre,72,"Ferrer, Jesús",Creador,NA,Colombia,El triunfo de la muerte (José A. Silva),7,Julio de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2.9,161-163,"Sobre la muerte de José Asunción Silva. Dice que ""un libro tóxico"" (El triunfo de la muerte, de Gabriel D'Anunzzio) fue hallado en su lecho de muerte."
La Bohemia Alegre,73,"Velásquez García, José",Creador,Julio Vives Guerra,Colombia,A Mercedes,7,Julio de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,1.5,163-165,
La Bohemia Alegre,74,Anónimo,Creador,Zángano,NA,Chismes,7,Julio de 1896,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,4.1,165-169,"Textos variados de tipo literario, pero que tratan sobre temas políticos"
La Bohemia Alegre,75,Anónimo,Creador,NA,NA,Plumadas,7,Julio de 1896,No,NA,Español,NA,Reseña de revista,NA,NA,"El Repertorio, La Miscelánea y La Bohemia Alegre",1.5,169-170,Comentarios sobre el tercer número de El Repertorio y la naturaleza de cada una de estas tres revistas antioqueñas
La Bohemia Alegre,76,"Montoya, Antonio José",Director,NA,Colombia,Un autógrafo,8,Octubre de 1896,No,NA,Español,NA,Prosa No ficción,NA,"Gómez, Efe",NA,3.3,171-174,Sobre la crítica
La Bohemia Alegre,77,"Restrepo Restrepo, Antonio María",Creador,Abel Farina,Colombia,Fragmento,8,Octubre de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,0.7,174,
La Bohemia Alegre,78,"Restrepo, Saturnino",Creador,NA,Colombia,Pan y versos,8,Octubre de 1896,No,NA,Español,NA,Prosa Ficción,NA,"Velásquez García, José",NA,3.4,175-178,
La Bohemia Alegre,79,"Trespalacios, Jesús María",Creador,NA,Colombia,Ultra,8,Octubre de 1896,No,NA,Español,NA,Poesía,NA,"Botero, Luis F.",NA,3.3,178-181,"Epígrafe es un verso de Santa Teresa. 
Abogado y poeta paisa, nacido en Sopetrán el 16 de noviembre de 1886 y fallecido en Medellín en 1934. Firma un texto en el Libro de visitas de la Asociación Literaria de Salamina. Fuentes:
- http://www.geocities.ws/funmusica/jmtrespalacios.html
- https://intellectum.unisabana.edu.co/flexpaper/handle/10818/26762/REF%20900%20Parte%20II?sequence=138&isAllowed=y"
La Bohemia Alegre,80,"Velásquez García, José",Creador,Julio Vives Guerra,Colombia,Jesús Ferrer,8,Octubre de 1896,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,2.7,181-184,Sobre Jesús Ferrer
La Bohemia Alegre,81,"Henao, Federico Carlos",Director,Carlos Espinela,Colombia,Futuro,8,Octubre de 1896,No,NA,Español,NA,Poesía,NA,"Cano, Fidel",NA,1.2,184-185,De tono político
La Bohemia Alegre,82,"Campo, Carlos Del",Creador,NA,NA,Lied,8,Octubre de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2.5,185-188,Sobre el funeral de Jorge Isaacs. No lo incluyeron en la base de datos de colaboradores que faltan.
La Bohemia Alegre,83,"Posada Hernández, Antonio",Creador,NA,NA,Por no dejar,8,Octubre de 1896,No,NA,Español,NA,Reseña,NA,NA,El Repertorio ,6.5,188-194,"Tomado de El Oleaje, de Cartagena. Comentarios sobre El Repertorio. En la página 190 aparece un cuento del que La Bohemia Alegre suprimió el final por considerarlo ""pornográfico"" para sus lectores. En la misma página señalan el dato del seudónimo Carlos Espinela. Señalan que este último presentó un verso muy similar a otro de un autor francés (incluyen ambos, el segundo en lengua original), página 191."
La Bohemia Alegre,84,Anónimo,Creador,NA,NA,Plumadas,8,Octubre de 1896,No,NA,Español,NA,Publicidad,NA,NA,NA,0.4,194,"Comentario sobre la decisión de Jesús Ferrer de estudiar medicina, y sobre la decisión de publicar un texto no inédito de otra revista (""Por no dejar"")"
La Bohemia Alegre,85,"Martel, L.",Creador,NA,NA,Heine,9,Enero de 1897,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,3.4,195-198,Sobre Heine
La Bohemia Alegre,86,"Cano, Fidel",Traductor,NA,Colombia,El coro de los tipos,9,Enero de 1897,Sí,Fidel Cano,Español,Francés,Poesía,Poema,NA,NA,1.3,198-199,"Del poema de Augusto Vacquerie titulado ""Futura"" (no se consigue el poema original, este texto lo firma Fidel Cano, ¿como traductor?)"
La Bohemia Alegre,87,"Restrepo, Lisando",Creador,Ramón Pérez,Colombia,Memorias íntimas (fragmentos),9,Enero de 1897,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,7.5,199-206,
La Bohemia Alegre,88,"Henao, Federico Carlos",Director,Carlos Espinela,Colombia,Sofismas,9,Enero de 1897,No,NA,Español,NA,Poesía,NA,"Pérez, Gregorio",NA,0.8,206-207,
La Bohemia Alegre,89,"Diuribía, Marcel",Creador,NA,NA,Cásate y verás. Percances del oficio,9,Enero de 1897,No,NA,Español,NA,Prosa Ficción,Artículo,"Yepes, Joaquín Emilio",NA,6.7,207-214,
La Bohemia Alegre,90,"Montoya Kennedy, F. A.",Creador,NA,NA,Exégesis de una estrofa,9,Enero de 1897,No,NA,Español,NA,Poesía,NA,NA,NA,0.9,214-215,Epígrafe es un verso de José María Rojas Garrido
La Bohemia Alegre,91,"Londoño, Pedro P.",Creador,P. P. Londoño,NA,Página en blanco,9,Enero de 1897,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,1.1,215-216,
La Bohemia Alegre,92,Anónimo,Creador,NA,NA,Bibliografía,9,Enero de 1897,No,NA,Español,NA,Reseña,NA,NA,"Versos, Crimen de aguacatal",2.6,216-218,Sobre obras de Enrique W. Fernández y Francisco de Paula Muñoz
La Bohemia Alegre,93,"Velásquez García, José",Creador,Julio Vives Guerra,Colombia,Mignon,10,Febrero de 1897,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,2,219-220,
La Bohemia Alegre,94,"Restrepo Restrepo, Carlos Eugenio",Creador,NA,Colombia,A él,10,Febrero de 1897,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,221,
La Bohemia Alegre,95,"Posada Hernández, Antonio",Creador,NA,NA,En el patio de la escuela,10,Febrero de 1897,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,4.6,221-226,Comentario sobre la respuesta de Saturnino Restrepo al texto publicado en número anterior sobre El Repertorio. Incluye una posdata sobre el motivo por el cual se da respuesta en La Bohemia Alegre
La Bohemia Alegre,96,"Restrepo Restrepo, Antonio María",Creador,Abel Farina,Colombia,Los castellanos de Arvhen,10,Febrero de 1897,No,NA,Español,NA,Poesía,NA,NA,NA,2.5,226-228,
La Bohemia Alegre,97,"Restrepo, Saturnino",Creador,NA,Colombia,Párrafos literarios: VIII La prensa,10,Febrero de 1897,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,3.6,228-232,Sobre el trabajo intelectual: periodismo literario y político
La Bohemia Alegre,98,"Henao, Federico Carlos",Director,Carlos Espinela,Colombia,Contraste sucesivo,10,Febrero de 1897,No,NA,Español,NA,Poesía,NA,NA,NA,0.8,232,
La Bohemia Alegre,99,"Posada Hernández, Antonio",Creador,NA,NA,Respeto por el arte,10,Febrero de 1897,No,NA,Español,NA,Prosa No ficción,NA,"Restrepo, Saturnino",NA,3.2,233-236,
La Bohemia Alegre,100,"Vidal Pacheco, Gonzalo",Creador,NA,Colombia,A los redactores de La Bohemia Alegre,10,Febrero de 1897,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,236,"Nació en Popayán, Cauca, el 23 de noviembre de 1863 y murió en Bogotá en 1946. Compositor de la música del himno antioqueño. Fuentes:
- https://www.oocities.org/funmusica/vidal.html
- https://www.elmundo.com/portal/cultura/palabra_y_obra/de_el_canto_del_antioquenio_al_himno_antioquenio.php#.YzdrunZBzIU
- https://catalogosiidca.csuca.org/Record/CR.UNA01000193337/Description#tabnav"
